Incident Date,Incident Type Code,Incident Type,Apparatus Name,Priority,District Name,Station,City,Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLL4,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLM1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLE7,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLE1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLOPS1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLM2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLE5,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 07:29:03-05:00,111,Building fire,SLFM58,Non-Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-01 12:43:42-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-11-01 12:43:42-05:00,113,"Cooking fire, confined to container",SLL4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-11-01 12:43:42-05:00,113,"Cooking fire, confined to container",SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-11-07 15:44:37-06:00,131,Passenger vehicle fire,SLL2,Emergent,S3M2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-11-07 15:44:37-06:00,131,Passenger vehicle fire,SLE3,Emergent,S3M2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
,111,Building fire,SLE1,,S202,Sugar Land Fire Station 2,,A Shift
,111,Building fire,SLL2,,S202,Sugar Land Fire Station 2,,A Shift
,111,Building fire,SLE3,,S202,Sugar Land Fire Station 2,,A Shift
,111,Building fire,SLL4,,S202,Sugar Land Fire Station 2,,A Shift
,111,Building fire,SLM2,,S202,Sugar Land Fire Station 2,,A Shift
,111,Building fire,SLE5,,S202,Sugar Land Fire Station 2,,A Shift
2023-11-10 18:19:36-06:00,113,"Cooking fire, confined to container",SLE2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-11-10 18:19:36-06:00,113,"Cooking fire, confined to container",SLE7,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-11-10 18:19:36-06:00,113,"Cooking fire, confined to container",SLB1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-11-10 18:19:36-06:00,113,"Cooking fire, confined to container",SLE1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-11-17 10:32:28-06:00,131,Passenger vehicle fire,SLE1,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-11-17 10:32:28-06:00,131,Passenger vehicle fire,SLL4,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-11-18 16:36:46-06:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-11-18 16:36:46-06:00,111,Building fire,SLL2,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLE3,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLE7,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLOPS1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLE1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLB1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLM2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 16:56:03-06:00,151,"Outside rubbish, trash or waste fire",SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 17:23:06-06:00,154,Dumpster or other outside trash receptacle fire,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-11-19 17:23:06-06:00,154,Dumpster or other outside trash receptacle fire,SLB1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLB1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLE3,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLL4,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLM1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-19 18:57:16-06:00,160,"Special outside fire, other",SLE1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-11-20 09:09:41-06:00,131,Passenger vehicle fire,SLB1,Emergent,S1S1,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-11-20 09:09:41-06:00,131,Passenger vehicle fire,SLL4,Emergent,S1S1,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-11-23 00:23:09-06:00,111,Building fire,SLB1,Emergent,RICHMOND,Sugar Land Fire Station 6,Richmond,C Shift
2023-11-23 00:23:09-06:00,111,Building fire,SLE1,Non-Emergent,RICHMOND,Sugar Land Fire Station 6,Richmond,C Shift
2023-11-23 00:23:09-06:00,111,Building fire,SLE6,Emergent,RICHMOND,Sugar Land Fire Station 6,Richmond,C Shift
2023-11-29 04:31:21-06:00,111,Building fire,SLE7,Emergent,RICHMOND,Sugar Land Fire Station 7,RICHMOND,C Shift
2023-11-29 04:31:21-06:00,111,Building fire,SLB1,Emergent,RICHMOND,Sugar Land Fire Station 7,RICHMOND,C Shift
2023-11-30 15:54:38-06:00,162,Outside equipment fire,SLE6,Non-Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-12-01 22:14:07-06:00,131,Passenger vehicle fire,SLL4,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-12-01 22:14:07-06:00,131,Passenger vehicle fire,SLOPS1,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-12-01 22:14:07-06:00,131,Passenger vehicle fire,SLM4,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-12-01 22:14:07-06:00,131,Passenger vehicle fire,SLB1,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-12-01 22:14:07-06:00,131,Passenger vehicle fire,SLE1,Emergent,S609,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-12-03 15:12:19-06:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-12-03 15:12:19-06:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLB1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLE7,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLL2,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLM1,Non-Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLOPS1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLE1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-05 15:49:17-06:00,112,Fires in structure other than in a building,SLM7,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLM2,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLB1,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLE7,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLL4,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,FD02,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLE3,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLE6,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLL2,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLOPS1,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,FD03,Non-Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,SLFM57,Non-Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 14:21:24-06:00,111,Building fire,RE42,,S702,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2023-12-07 15:07:43-06:00,143,Grass fire,SLE5,Emergent,S203,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-12-07 15:07:43-06:00,143,Grass fire,SLM6,Emergent,S203,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLE3,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLM6,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLB1,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLE7,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLL2,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLL4,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLOPS1,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLM7,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLM4,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLE1,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,SLE5,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-15 09:18:17-06:00,111,Building fire,FD03,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-12-17 13:54:47-06:00,142,Brush or brush-and-grass mixture fire,SLL4,Non-Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-12-19 17:45:29-06:00,142,Brush or brush-and-grass mixture fire,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",SLL4,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",SLB1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",SLL2,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",FD03,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",SLM4,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",SLE1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",FD02,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-21 10:18:07-06:00,113,"Cooking fire, confined to container",SLOPS1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-22 09:53:47-06:00,140,"Natural vegetation fire, other",SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLOPS1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLM6,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLL4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLB1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLL2,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLM7,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,FD02,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-22 11:47:17-06:00,111,Building fire,SLE5,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLM2,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLB1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLE7,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLL4,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLM1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLE1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLL2,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 00:24:02-06:00,111,Building fire,SLOPS1,Emergent,S102,Sugar Land Fire Station 1,SUGAR LAND,B Shift
2023-12-28 19:51:56-06:00,113,"Cooking fire, confined to container",SLB1,Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-12-28 19:51:56-06:00,113,"Cooking fire, confined to container",SLE3,Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-12-28 19:51:56-06:00,113,"Cooking fire, confined to container",SLL4,Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-12-29 18:40:16-06:00,113,"Cooking fire, confined to container",SLB1,Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-12-29 18:40:16-06:00,113,"Cooking fire, confined to container",SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-12-29 18:40:16-06:00,113,"Cooking fire, confined to container",SLE7,Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-12-29 18:40:16-06:00,113,"Cooking fire, confined to container",SLOPS1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-12-30 13:30:15-06:00,151,"Outside rubbish, trash or waste fire",SLL2,Emergent,S201,Sugar Land Fire Station 2,MEADOWS PLACE,A Shift
2024-01-01 00:20:41-06:00,141,"Forest, woods or wildland fire",SLE6,Non-Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-01-01 00:31:26-06:00,154,Dumpster or other outside trash receptacle fire,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2024-01-01 01:16:03-06:00,111,Building fire,SLB1,Emergent,ROSENBERG,Sugar Land Fire Station 6,ROSENBERG,A Shift
2024-01-01 01:16:03-06:00,111,Building fire,SLE6,Emergent,ROSENBERG,Sugar Land Fire Station 6,ROSENBERG,A Shift
2024-01-06 20:08:01-06:00,114,"Chimney or flue fire, confined to chimney or flue",SLB1,Emergent,S3M2,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-01-06 20:08:01-06:00,114,"Chimney or flue fire, confined to chimney or flue",SLE7,Emergent,S3M2,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-01-06 20:08:01-06:00,114,"Chimney or flue fire, confined to chimney or flue",SLL4,Emergent,S3M2,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-01-06 20:08:01-06:00,114,"Chimney or flue fire, confined to chimney or flue",SLM2,Emergent,S3M2,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-01-06 20:08:01-06:00,114,"Chimney or flue fire, confined to chimney or flue",SLL2,Emergent,S3M2,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-01-06 20:08:01-06:00,114,"Chimney or flue fire, confined to chimney or flue",SLE3,Emergent,S3M2,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2024-01-12 11:17:52-06:00,151,"Outside rubbish, trash or waste fire",SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-01-12 11:17:52-06:00,151,"Outside rubbish, trash or waste fire",SLB1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-01-12 11:17:52-06:00,151,"Outside rubbish, trash or waste fire",SLE7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-01-12 11:17:52-06:00,151,"Outside rubbish, trash or waste fire",SLM6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-01-14 18:48:47-06:00,118,"Trash or rubbish fire, contained",SLE5,Non-Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-01-14 18:48:47-06:00,118,"Trash or rubbish fire, contained",SLE7,Non-Emergent,S705,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-01-15 05:59:06-06:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 5,STAFFORD,B Shift
2024-01-15 05:59:06-06:00,111,Building fire,SLL2,Emergent,STAFFORD,Sugar Land Fire Station 5,STAFFORD,B Shift
2024-01-15 05:59:06-06:00,111,Building fire,SLE1,Emergent,STAFFORD,Sugar Land Fire Station 5,STAFFORD,B Shift
2024-01-15 05:59:06-06:00,111,Building fire,SLL4,Emergent,STAFFORD,Sugar Land Fire Station 5,STAFFORD,B Shift
2024-01-15 18:54:52-06:00,111,Building fire,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2024-01-15 18:54:52-06:00,111,Building fire,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2024-01-16 03:13:21-06:00,111,Building fire,SLE3,Emergent,STAFFORD,Sugar Land Fire Station 3,STAFFORD,C Shift
2024-01-16 03:13:21-06:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 3,STAFFORD,C Shift
2024-01-16 03:13:21-06:00,111,Building fire,SLSQD5,Emergent,STAFFORD,Sugar Land Fire Station 3,STAFFORD,C Shift
2024-01-17 15:17:20-06:00,111,Building fire,SLL2,Emergent,STAFFORD,Sugar Land Fire Station 2,MEADOWS PLACE,A Shift
2024-01-17 15:17:20-06:00,111,Building fire,FD02,Non-Emergent,STAFFORD,Sugar Land Fire Station 2,MEADOWS PLACE,A Shift
2024-01-19 19:45:40-06:00,121,Fire in mobile home used as fixed residence,SLE6,Emergent,RICHMOND,Sugar Land Fire Station 6,ROSENBERG,B Shift
2024-01-19 19:45:40-06:00,121,Fire in mobile home used as fixed residence,SLB1,Emergent,RICHMOND,Sugar Land Fire Station 6,ROSENBERG,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLL4,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLOPS1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLE7,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLE5,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLB1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLM6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-20 16:23:06-06:00,143,Grass fire,SLM7,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2024-01-29 16:22:40-06:00,151,"Outside rubbish, trash or waste fire",SLE7,Emergent,S709,Sugar Land Fire Station 7,SUGAR LAND,A Shift
2024-02-09 00:52:16-06:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2024-02-09 00:52:16-06:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,C Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLL2,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLM4,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLE3,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLE5,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLM6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLOPS1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLL4,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-10 11:55:52-06:00,131,Passenger vehicle fire,SLB1,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2024-02-13 12:38:54-06:00,143,Grass fire,SLE5,Emergent,S502,Sugar Land Fire Station 5,ETJ AREA,B Shift
2024-02-13 19:56:26-06:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2024-02-13 19:56:26-06:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2024-02-15 18:39:51-06:00,143,Grass fire,SLE1,Non-Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLE3,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLE7,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLE5,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLB1,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLE1,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLOPS1,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLL4,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-17 22:36:24-06:00,111,Building fire,SLM4,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLB1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLE3,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLL4,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLM2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLE1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLE7,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-21 18:26:39-06:00,111,Building fire,SLE5,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2024-02-24 19:41:55-06:00,143,Grass fire,SLE7,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2024-02-25 10:13:58-06:00,131,Passenger vehicle fire,SLB1,Emergent,S104,Sugar Land Fire Station 1,SUGAR LAND,B Shift
